Latitude (decimal degrees):	34.057
Longitude (decimal degrees):	-6.768
Elevation (m):	74
Radiation database:	PVGIS-SARAH3


Slope: 32 deg. (optimum)
Azimuth: 3 deg. (optimum)
Nominal power of the PV system (CIS) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200119:0909,49.61,72.37,16.5,13.82,3.79,0.0
20200119:1009,298.45,368.99,25.22,13.67,4.62,0.0
20200119:1109,288.29,358.68,31.72,14.07,4.48,0.0
20200119:1209,249.51,314.27,35.2,14.72,4.55,0.0
20200119:1309,241.25,304.34,35.06,14.65,4.55,0.0
20200119:1409,372.49,458.65,31.34,14.58,4.83,0.0
20200119:1509,214.52,270.58,24.64,13.9,4.34,0.0
20200119:1609,171.77,220.13,15.8,13.75,3.86,0.0
20200119:1709,6.59,14.1,5.49,13.35,2.9,0.0
20200119:1809,0.0,0.0,0.0,12.61,2.34,0.0
20200119:1909,0.0,0.0,0.0,12.18,2.55,0.0
20200119:2009,0.0,0.0,0.0,11.6,1.86,0.0
20200119:2109,0.0,0.0,0.0,10.86,1.72,0.0
20200119:2209,0.0,0.0,0.0,10.34,1.52,0.0
20200119:2309,0.0,0.0,0.0,9.78,1.24,0.0
20200120:0009,0.0,0.0,0.0,9.63,0.97,0.0
20200120:0109,0.0,0.0,0.0,9.14,0.9,0.0
20200120:0209,0.0,0.0,0.0,8.07,0.97,0.0
20200120:0309,0.0,0.0,0.0,9.3,0.34,0.0
20200120:0409,0.0,0.0,0.0,9.07,0.62,0.0
20200120:0509,0.0,0.0,0.0,7.88,0.97,0.0
20200120:0609,0.0,0.0,0.0,7.23,1.24,0.0
20200120:0709,0.0,0.0,0.0,6.91,1.31,0.0
20200120:0809,154.27,206.49,6.36,6.35,1.52,0.0
20200120:0909,333.9,413.8,16.61,9.13,0.83,0.0
20200120:1009,562.43,705.85,25.36,10.72,0.21,0.0
20200120:1109,584.74,737.21,31.89,11.68,0.48,0.0
20200120:1209,131.96,173.87,35.4,12.39,0.76,0.0
20200120:1309,287.88,362.88,35.28,13.0,0.9,0.0
20200120:1409,163.33,212.53,31.56,13.43,1.24,0.0
20200120:1509,117.69,156.62,24.86,13.38,1.66,0.0
20200120:1609,111.45,147.93,16.0,12.84,2.07,0.0
20200120:1709,13.96,24.44,5.68,12.14,2.21,0.0
20200120:1809,0.0,0.0,0.0,11.44,1.86,0.0
20200120:1909,0.0,0.0,0.0,10.94,1.52,0.0
20200120:2009,0.0,0.0,0.0,10.17,1.59,0.0
20200120:2109,0.0,0.0,0.0,9.42,1.72,0.0
20200120:2209,0.0,0.0,0.0,9.12,1.86,0.0
20200120:2309,0.0,0.0,0.0,8.64,1.79,0.0
20200121:0009,0.0,0.0,0.0,8.18,1.72,0.0
20200121:0109,0.0,0.0,0.0,7.82,1.59,0.0
20200121:0209,0.0,0.0,0.0,7.15,1.72,0.0
20200121:0309,0.0,0.0,0.0,6.68,1.86,0.0
20200121:0409,0.0,0.0,0.0,6.42,2.0,0.0
20200121:0509,0.0,0.0,0.0,6.19,2.07,0.0
20200121:0609,0.0,0.0,0.0,6.04,2.14,0.0
20200121:0709,0.0,0.0,0.0,6.25,2.14,0.0
20200121:0809,151.02,201.74,6.45,6.3,2.14,0.0
20200121:0909,394.36,483.42,16.72,7.97,1.72,0.0
20200121:1009,572.06,707.9,25.5,10.72,1.52,0.0
20200121:1109,683.3,864.82,32.07,12.7,1.52,0.0
20200121:1209,714.54,916.39,35.61,14.05,1.52,0.0
20200121:1309,735.21,948.78,35.51,14.83,1.59,0.0
20200121:1409,691.6,880.91,31.79,15.13,1.93,0.0
20200121:1509,564.9,704.83,25.08,14.84,2.21,0.0
20200121:1609,289.74,363.44,16.21,14.07,2.21,0.0
20200121:1709,104.08,145.29,5.87,13.17,1.86,0.0
20200121:1809,0.0,0.0,0.0,12.24,1.1,0.0
20200121:1909,0.0,0.0,0.0,11.38,0.97,0.0
20200121:2009,0.0,0.0,0.0,10.27,1.1,0.0
20200121:2109,0.0,0.0,0.0,9.66,1.79,0.0
20200121:2209,0.0,0.0,0.0,9.38,2.0,0.0
20200121:2309,0.0,0.0,0.0,9.31,2.14,0.0
20200122:0009,0.0,0.0,0.0,8.87,2.34,0.0
20200122:0109,0.0,0.0,0.0,8.63,2.21,0.0
20200122:0209,0.0,0.0,0.0,8.44,2.21,0.0
20200122:0309,0.0,0.0,0.0,8.23,2.28,0.0
20200122:0409,0.0,0.0,0.0,8.51,2.34,0.0
20200122:0509,0.0,0.0,0.0,8.29,2.62,0.0
20200122:0609,0.0,0.0,0.0,8.19,2.69,0.0
20200122:0709,0.0,0.0,0.0,8.12,2.62,0.0
20200122:0809,110.4,150.08,6.54,8.21,2.76,0.0
20200122:0909,400.17,489.95,16.84,9.31,2.83,0.0
20200122:1009,277.59,342.68,25.65,11.18,3.17,0.0
20200122:1109,212.61,268.36,32.26,12.97,4.21,0.0
20200122:1209,346.31,428.42,35.82,14.12,4.41,0.0
20200122:1309,56.51,81.77,35.74,14.71,3.93,0.0
20200122:1409,151.34,198.25,32.03,15.05,3.72,0.0
20200122:1509,190.11,243.91,25.31,15.05,3.52,0.0
20200122:1609,318.88,396.96,16.42,13.92,3.03,0.0
20200122:1709,83.18,118.3,6.07,13.71,2.34,0.0
20200122:1809,0.0,0.0,0.0,12.94,2.55,0.0
20200122:1909,0.0,0.0,0.0,11.96,2.14,0.0
20200122:2009,0.0,0.0,0.0,11.35,2.14,0.0
20200122:2109,0.0,0.0,0.0,10.87,2.14,0.0
20200122:2209,0.0,0.0,0.0,10.48,2.28,0.0
20200122:2309,0.0,0.0,0.0,10.21,2.41,0.0
20200123:0009,0.0,0.0,0.0,9.9,2.62,0.0
20200123:0109,0.0,0.0,0.0,9.75,2.69,0.0
20200123:0209,0.0,0.0,0.0,9.6,2.83,0.0
20200123:0309,0.0,0.0,0.0,9.58,2.83,0.0
20200123:0409,0.0,0.0,0.0,9.48,2.97,0.0
20200123:0509,0.0,0.0,0.0,9.48,3.03,0.0
20200123:0609,0.0,0.0,0.0,9.46,3.1,0.0
20200123:0709,0.0,0.0,0.0,10.12,3.24,0.0
20200123:0809,100.57,139.23,6.64,10.28,3.24,0.0
20200123:0909,273.1,339.43,16.97,11.44,3.03,0.0
20200123:1009,117.26,155.11,25.81,13.14,3.38,0.0
20200123:1109,302.06,376.4,32.45,14.88,4.41,0.0
20200123:1209,513.4,634.79,36.05,16.2,4.69,0.0
20200123:1309,212.4,272.65,35.98,16.79,5.1,0.0
20200123:1409,285.37,359.57,32.26,17.09,4.62,0.0
20200123:1509,241.32,305.93,25.53,16.29,3.79,0.0
20200123:1609,17.11,31.01,16.63,16.12,3.24,0.0
20200123:1709,69.86,102.03,6.27,14.98,2.14,0.0
20200123:1809,0.0,0.0,0.0,14.31,1.66,0.0
20200123:1909,0.0,0.0,0.0,11.98,1.72,0.0
20200123:2009,0.0,0.0,0.0,11.07,2.41,0.0
20200123:2109,0.0,0.0,0.0,10.47,2.69,0.0
20200123:2209,0.0,0.0,0.0,10.6,2.83,0.0
20200123:2309,0.0,0.0,0.0,10.65,2.97,0.0
20200124:0009,0.0,0.0,0.0,10.6,3.03,0.0
20200124:0109,0.0,0.0,0.0,10.22,3.1,0.0
20200124:0209,0.0,0.0,0.0,10.13,3.17,0.0
20200124:0309,0.0,0.0,0.0,9.96,3.24,0.0
20200124:0409,0.0,0.0,0.0,9.94,3.17,0.0
20200124:0509,0.0,0.0,0.0,9.9,3.17,0.0
20200124:0609,0.0,0.0,0.0,9.59,3.17,0.0
20200124:0709,0.0,0.0,0.0,9.73,3.17,0.0
20200124:0809,70.42,99.07,6.75,9.85,3.17,0.0
20200124:0909,338.12,417.7,17.1,11.26,2.9,0.0
20200124:1009,546.19,673.06,25.97,13.63,3.17,0.0
20200124:1109,654.84,817.32,32.65,15.51,3.66,0.0
20200124:1209,177.55,231.55,36.27,16.74,4.28,0.0
20200124:1309,161.54,213.05,36.22,17.38,4.28,0.0
20200124:1409,671.0,842.57,32.51,18.0,4.34,0.0
20200124:1509,459.74,571.08,25.77,18.21,4.48,0.0
20200124:1609,311.86,392.02,16.85,17.71,4.62,0.0
20200124:1709,9.89,20.68,6.46,16.59,4.07,0.0
20200124:1809,0.0,0.0,0.0,15.34,3.79,0.0
20200124:1909,0.0,0.0,0.0,14.2,3.31,0.0
20200124:2009,0.0,0.0,0.0,13.37,2.83,0.0
20200124:2109,0.0,0.0,0.0,12.77,2.55,0.0
20200124:2209,0.0,0.0,0.0,12.14,2.55,0.0
20200124:2309,0.0,0.0,0.0,11.93,2.62,0.0
20200125:0009,0.0,0.0,0.0,11.69,2.9,0.0
20200125:0109,0.0,0.0,0.0,11.46,3.03,0.0
20200125:0209,0.0,0.0,0.0,11.12,3.03,0.0
20200125:0309,0.0,0.0,0.0,10.99,3.24,0.0
20200125:0409,0.0,0.0,0.0,10.89,3.52,0.0
20200125:0509,0.0,0.0,0.0,10.84,3.93,0.0
20200125:0609,0.0,0.0,0.0,11.1,4.48,0.0
20200125:0709,0.0,0.0,0.0,12.2,5.52,0.0
20200125:0809,121.3,167.89,6.86,12.3,5.38,0.0
20200125:0909,152.81,196.77,17.24,13.15,5.1,0.0
20200125:1009,263.3,327.43,26.14,14.18,5.86,0.0
20200125:1109,567.11,691.02,32.85,15.14,6.97,0.0
20200125:1209,710.41,873.48,36.51,16.05,7.38,0.0
20200125:1309,145.81,191.61,36.47,16.17,7.17,0.0
20200125:1409,50.3,74.25,32.76,15.58,7.17,0.0
20200125:1509,43.96,65.79,26.0,14.96,6.21,0.0
20200125:1609,20.56,34.77,17.06,14.55,6.41,0.0
20200125:1709,72.11,102.68,6.67,13.77,6.48,0.0
20200125:1809,0.0,0.0,0.0,12.65,4.9,0.0
20200125:1909,0.0,0.0,0.0,12.32,3.93,0.0
20200125:2009,0.0,0.0,0.0,12.21,3.52,0.0
20200125:2109,0.0,0.0,0.0,11.78,3.31,0.0
20200125:2209,0.0,0.0,0.0,11.46,2.97,0.0
20200125:2309,0.0,0.0,0.0,11.18,2.9,0.0
20200126:0009,0.0,0.0,0.0,10.93,2.83,0.0
20200126:0109,0.0,0.0,0.0,10.88,2.83,0.0
20200126:0209,0.0,0.0,0.0,10.92,2.69,0.0
20200126:0309,0.0,0.0,0.0,10.74,2.55,0.0
20200126:0409,0.0,0.0,0.0,10.6,2.48,0.0
20200126:0509,0.0,0.0,0.0,10.53,2.55,0.0
20200126:0609,0.0,0.0,0.0,10.37,2.41,0.0
20200126:0709,0.0,0.0,0.0,10.37,2.0,0.0
20200126:0809,147.2,201.32,6.97,10.13,2.0,0.0
20200126:0909,370.94,460.31,17.38,11.23,1.79,0.0
20200126:1009,487.25,603.19,26.32,12.84,1.86,0.0
20200126:1109,355.69,445.69,33.06,14.21,1.38,0.0
20200126:1209,398.07,501.19,36.75,15.16,1.17,0.0
20200126:1309,241.36,310.39,36.73,15.84,1.17,0.0
20200126:1409,674.23,868.83,33.01,16.25,1.24,0.0
20200126:1509,578.65,731.46,26.24,16.13,1.52,0.0
20200126:1609,411.68,517.96,17.28,16.01,1.72,0.0
20200126:1709,152.26,209.11,6.87,15.31,1.79,0.0
20200126:1809,0.0,0.0,0.0,13.93,1.93,0.0
20200126:1909,0.0,0.0,0.0,13.09,2.21,0.0
20200126:2009,0.0,0.0,0.0,12.34,2.28,0.0
20200126:2109,0.0,0.0,0.0,11.7,2.21,0.0
20200126:2209,0.0,0.0,0.0,11.23,2.21,0.0
20200126:2309,0.0,0.0,0.0,10.83,2.21,0.0
20200127:0009,0.0,0.0,0.0,10.39,2.14,0.0
20200127:0109,0.0,0.0,0.0,9.98,2.14,0.0
20200127:0209,0.0,0.0,0.0,9.58,2.0,0.0
20200127:0309,0.0,0.0,0.0,9.15,1.93,0.0
20200127:0409,0.0,0.0,0.0,8.69,1.72,0.0
20200127:0509,0.0,0.0,0.0,8.16,1.52,0.0
20200127:0609,0.0,0.0,0.0,7.55,1.38,0.0
20200127:0709,0.0,0.0,0.0,6.81,1.31,0.0
20200127:0809,143.52,193.3,7.09,7.13,1.24,0.0
20200127:0909,355.57,439.23,17.53,8.84,1.1,0.0
20200127:1009,592.45,742.39,26.5,11.1,0.76,0.0
20200127:1109,688.55,882.89,33.28,13.76,1.03,0.0
20200127:1209,721.27,935.29,36.99,15.58,1.38,0.0
20200127:1309,753.87,991.07,36.99,16.75,1.31,0.0
20200127:1409,699.58,905.91,33.27,17.35,1.59,0.0
20200127:1509,591.36,747.25,26.48,17.36,2.21,0.0
20200127:1609,424.53,532.62,17.51,16.76,2.62,0.0
20200127:1709,167.37,228.14,7.07,15.54,2.34,0.0
20200127:1809,0.0,0.0,0.0,13.72,2.41,0.0
20200127:1909,0.0,0.0,0.0,12.79,2.21,0.0
20200127:2009,0.0,0.0,0.0,12.01,2.14,0.0
20200127:2109,0.0,0.0,0.0,11.31,2.07,0.0
20200127:2209,0.0,0.0,0.0,10.66,2.14,0.0
20200127:2309,0.0,0.0,0.0,10.13,2.0,0.0
20200128:0009,0.0,0.0,0.0,9.72,1.86,0.0
20200128:0109,0.0,0.0,0.0,9.2,1.86,0.0
20200128:0209,0.0,0.0,0.0,8.86,1.93,0.0
20200128:0309,0.0,0.0,0.0,8.69,2.14,0.0
20200128:0409,0.0,0.0,0.0,8.45,2.21,0.0
20200128:0509,0.0,0.0,0.0,8.19,2.14,0.0
20200128:0609,0.0,0.0,0.0,7.89,2.0,0.0
20200128:0709,0.0,0.0,0.0,7.61,2.0,0.0
20200128:0809,164.15,220.74,7.22,7.51,1.79,0.0
20200128:0909,403.65,500.44,17.68,10.16,1.31,0.0
20200128:1009,582.84,730.02,26.68,13.31,1.45,0.0
20200128:1109,702.24,897.67,33.5,15.24,1.86,0.0
20200128:1209,756.39,983.22,37.24,16.7,2.0,0.0
20200128:1309,746.44,976.61,37.25,17.84,1.79,0.0
20200128:1409,707.42,916.71,33.53,18.5,2.0,0.0
20200128:1509,593.63,752.36,26.72,18.55,2.41,0.0
20200128:1609,415.7,523.8,17.73,17.95,2.62,0.0
20200128:1709,171.16,234.31,7.28,16.68,2.21,0.0
20200128:1809,0.0,0.0,0.0,14.8,2.34,0.0
20200128:1909,0.0,0.0,0.0,13.45,2.34,0.0
20200128:2009,0.0,0.0,0.0,12.57,2.28,0.0
20200128:2109,0.0,0.0,0.0,11.97,2.14,0.0
20200128:2209,0.0,0.0,0.0,11.4,2.07,0.0
20200128:2309,0.0,0.0,0.0,10.83,2.07,0.0
20200129:0009,0.0,0.0,0.0,10.3,1.93,0.0
20200129:0109,0.0,0.0,0.0,9.71,1.66,0.0
20200129:0209,0.0,0.0,0.0,9.08,1.59,0.0
20200129:0309,0.0,0.0,0.0,8.54,1.72,0.0
20200129:0409,0.0,0.0,0.0,8.13,1.79,0.0
20200129:0509,0.0,0.0,0.0,7.91,1.93,0.0
20200129:0609,0.0,0.0,0.0,7.7,1.86,0.0
20200129:0709,0.0,0.0,0.0,7.42,1.79,0.0
20200129:0809,167.76,225.37,7.35,7.32,1.66,0.0
20200129:0909,397.11,492.1,17.84,9.68,1.1,0.0
20200129:1009,569.18,718.05,26.88,13.5,0.76,0.0
20200129:1109,683.52,895.82,33.73,16.5,0.41,0.0
20200129:1209,735.39,979.72,37.5,18.29,0.76,0.0
20200129:1309,733.73,972.5,37.52,19.2,1.24,0.0
20200129:1409,701.2,920.52,33.79,19.61,1.38,0.0
20200129:1509,575.36,739.17,26.97,19.6,1.31,0.0
20200129:1609,377.06,481.62,17.96,19.11,1.31,0.0
20200129:1709,99.36,142.7,7.48,17.75,1.38,0.0
20200129:1809,0.0,0.0,0.0,16.08,1.38,0.0
20200129:1909,0.0,0.0,0.0,14.67,1.24,0.0
20200129:2009,0.0,0.0,0.0,13.02,1.38,0.0
20200129:2109,0.0,0.0,0.0,11.74,1.45,0.0
20200129:2209,0.0,0.0,0.0,10.51,1.45,0.0
20200129:2309,0.0,0.0,0.0,9.57,1.31,0.0
20200130:0009,0.0,0.0,0.0,8.97,1.24,0.0
20200130:0109,0.0,0.0,0.0,8.36,1.24,0.0
20200130:0209,0.0,0.0,0.0,8.31,1.45,0.0
20200130:0309,0.0,0.0,0.0,8.37,1.66,0.0
20200130:0409,0.0,0.0,0.0,8.42,1.59,0.0
20200130:0509,0.0,0.0,0.0,8.49,1.59,0.0
20200130:0609,0.0,0.0,0.0,8.0,1.59,0.0
20200130:0709,0.0,0.0,0.0,7.87,1.52,0.0
20200130:0809,167.48,225.64,7.49,7.64,1.31,0.0
20200130:0909,402.84,503.89,18.0,11.22,0.69,0.0
20200130:1009,572.35,731.91,27.07,15.15,0.28,0.0
20200130:1109,684.75,906.13,33.96,17.58,0.21,0.0
20200130:1209,737.38,984.13,37.76,19.05,0.9,0.0
20200130:1309,741.19,990.78,37.8,19.98,1.1,0.0
20200130:1409,700.34,925.14,34.06,20.46,1.24,0.0
20200130:1509,590.39,761.56,27.22,20.46,1.45,0.0
20200130:1609,417.47,533.39,18.18,19.84,1.59,0.0
20200130:1709,176.77,244.2,7.69,18.42,1.38,0.0
20200130:1809,0.0,0.0,0.0,16.61,1.52,0.0
20200130:1909,0.0,0.0,0.0,14.99,1.31,0.0
20200130:2009,0.0,0.0,0.0,13.0,1.38,0.0
20200130:2109,0.0,0.0,0.0,11.64,1.66,0.0
20200130:2209,0.0,0.0,0.0,10.38,1.66,0.0
20200130:2309,0.0,0.0,0.0,9.37,1.45,0.0
20200131:0009,0.0,0.0,0.0,8.75,1.38,0.0
20200131:0109,0.0,0.0,0.0,8.31,1.38,0.0
20200131:0209,0.0,0.0,0.0,7.76,1.52,0.0
20200131:0309,0.0,0.0,0.0,7.49,1.59,0.0
20200131:0409,0.0,0.0,0.0,7.36,1.66,0.0
20200131:0509,0.0,0.0,0.0,7.38,1.66,0.0
20200131:0609,0.0,0.0,0.0,7.02,1.66,0.0
20200131:0709,0.0,0.0,0.0,7.11,1.45,0.0
20200131:0809,163.96,221.81,7.63,8.2,1.03,0.0
20200131:0909,400.59,501.19,18.17,10.71,0.41,0.0
20200131:1009,582.59,744.32,27.28,14.8,0.34,0.0
20200131:1109,686.15,902.75,34.2,17.14,0.41,0.0
20200131:1209,742.37,1000.72,38.03,18.96,0.48,0.0
20200131:1309,737.22,987.96,38.08,20.11,0.97,0.0
20200131:1409,697.97,916.92,34.33,20.53,1.59,0.0
20200131:1509,597.14,765.63,27.47,20.25,2.0,0.0
20200131:1609,430.35,546.21,18.41,19.36,2.28,0.0
20200131:1709,182.37,249.6,7.9,17.68,2.0,0.0
20200131:1809,0.0,0.0,0.0,15.59,1.79,0.0
20200131:1909,0.0,0.0,0.0,14.34,1.52,0.0
20200131:2009,0.0,0.0,0.0,13.03,1.38,0.0
20200131:2109,0.0,0.0,0.0,11.95,1.59,0.0
20200131:2209,0.0,0.0,0.0,11.18,1.79,0.0
20200131:2309,0.0,0.0,0.0,10.36,1.86,0.0
20200201:0009,0.0,0.0,0.0,9.65,1.59,0.0
20200201:0109,0.0,0.0,0.0,8.8,1.45,0.0
20200201:0209,0.0,0.0,0.0,8.23,1.72,0.0
20200201:0309,0.0,0.0,0.0,8.12,1.86,0.0
20200201:0409,0.0,0.0,0.0,8.16,1.86,0.0
20200201:0509,0.0,0.0,0.0,8.04,1.66,0.0
20200201:0609,0.0,0.0,0.0,7.9,1.45,0.0
20200201:0709,0.0,0.0,0.0,7.82,1.72,0.0
20200201:0809,136.97,185.32,7.78,8.39,1.93,0.0
20200201:0909,401.21,499.4,18.35,11.71,1.59,0.0
20200201:1009,560.64,705.31,27.49,15.28,1.59,0.0
20200201:1109,670.67,867.4,34.44,18.03,1.52,0.0
20200201:1209,725.14,951.42,38.31,19.84,1.93,0.0
20200201:1309,739.73,964.87,38.37,20.57,2.83,0.0
20200201:1409,694.08,893.78,34.61,20.66,3.17,0.0
20200201:1509,574.0,725.61,27.73,20.42,3.45,0.0
20200201:1609,397.18,502.59,18.64,19.76,3.1,0.0
20200201:1709,153.65,213.13,8.11,18.69,2.34,0.0
20200201:1809,0.0,0.0,0.0,16.95,2.48,0.0
20200201:1909,0.0,0.0,0.0,15.33,2.41,0.0
20200201:2009,0.0,0.0,0.0,14.59,2.34,0.0
20200201:2109,0.0,0.0,0.0,14.0,2.14,0.0
20200201:2209,0.0,0.0,0.0,13.39,2.0,0.0
20200201:2309,0.0,0.0,0.0,12.91,2.14,0.0
20200202:0009,0.0,0.0,0.0,12.63,2.34,0.0
20200202:0109,0.0,0.0,0.0,12.46,2.48,0.0
20200202:0209,0.0,0.0,0.0,12.32,2.41,0.0
20200202:0309,0.0,0.0,0.0,12.22,2.28,0.0
20200202:0409,0.0,0.0,0.0,11.94,2.21,0.0
20200202:0509,0.0,0.0,0.0,11.67,2.14,0.0
20200202:0609,0.0,0.0,0.0,11.41,2.07,0.0
20200202:0709,0.0,0.0,0.0,11.07,1.93,0.0
20200202:0809,139.63,191.62,7.94,10.75,1.66,0.0
20200202:0909,375.97,471.88,18.53,13.02,1.1,0.0
20200202:1009,560.82,710.64,27.7,16.33,1.31,0.0
20200202:1109,667.32,866.11,34.69,19.12,1.59,0.0
20200202:1209,726.57,963.29,38.59,21.26,1.72,0.0
20200202:1309,737.26,983.81,38.65,22.74,1.93,0.0
20200202:1409,678.84,894.17,34.89,23.6,2.14,0.0
20200202:1509,569.44,736.93,27.99,23.76,2.21,0.0
20200202:1609,394.06,508.28,18.88,23.24,2.14,0.0
20200202:1709,155.59,219.25,8.32,21.72,2.21,0.0
20200202:1809,0.0,0.0,0.0,19.44,2.48,0.0
20200202:1909,0.0,0.0,0.0,17.41,2.21,0.0
20200202:2009,0.0,0.0,0.0,16.25,1.86,0.0
20200202:2109,0.0,0.0,0.0,15.13,1.59,0.0
20200202:2209,0.0,0.0,0.0,13.98,1.59,0.0
20200202:2309,0.0,0.0,0.0,13.06,1.72,0.0
20200203:0009,0.0,0.0,0.0,12.28,1.86,0.0
20200203:0109,0.0,0.0,0.0,11.39,1.72,0.0
20200203:0209,0.0,0.0,0.0,10.62,1.59,0.0
20200203:0309,0.0,0.0,0.0,10.45,1.72,0.0
20200203:0409,0.0,0.0,0.0,10.45,1.93,0.0
20200203:0509,0.0,0.0,0.0,10.24,2.0,0.0
20200203:0609,0.0,0.0,0.0,10.01,1.93,0.0
20200203:0709,0.0,0.0,0.0,9.96,1.93,0.0
20200203:0809,142.1,193.64,8.1,9.97,1.79,0.0
20200203:0909,377.98,473.88,18.72,12.86,1.17,0.0
20200203:1009,559.8,717.84,27.92,17.49,0.69,0.0
20200203:1109,670.79,892.25,34.95,20.76,0.55,0.0
20200203:1209,722.55,972.91,38.87,22.37,1.1,0.0
20200203:1309,732.9,986.31,38.95,23.22,1.52,0.0
20200203:1409,686.72,908.79,35.17,23.43,1.86,0.0
20200203:1509,576.17,745.95,28.25,23.13,2.0,0.0
20200203:1609,400.97,515.68,19.11,22.31,2.0,0.0
20200203:1709,159.78,223.59,8.53,20.74,1.79,0.0
20200203:1809,0.0,0.0,0.0,18.43,1.93,0.0
20200203:1909,0.0,0.0,0.0,16.96,1.93,0.0
20200203:2009,0.0,0.0,0.0,15.83,1.79,0.0
20200203:2109,0.0,0.0,0.0,14.97,1.72,0.0
20200203:2209,0.0,0.0,0.0,14.3,1.86,0.0
20200203:2309,0.0,0.0,0.0,13.7,2.0,0.0
20200204:0009,0.0,0.0,0.0,13.07,1.93,0.0
20200204:0109,0.0,0.0,0.0,12.21,1.86,0.0
20200204:0209,0.0,0.0,0.0,11.53,1.72,0.0
20200204:0309,0.0,0.0,0.0,10.82,1.59,0.0
20200204:0409,0.0,0.0,0.0,10.26,1.45,0.0
20200204:0509,0.0,0.0,0.0,10.16,1.31,0.0
20200204:0609,0.0,0.0,0.0,10.23,1.31,0.0
20200204:0709,0.0,0.0,0.0,9.88,1.17,0.0
20200204:0809,111.56,153.97,8.26,10.52,1.03,0.0
20200204:0909,133.58,176.06,18.91,12.78,0.48,0.0
20200204:1009,173.57,228.94,28.15,16.67,0.83,0.0
20200204:1109,448.01,572.6,35.21,18.74,0.97,0.0
20200204:1209,768.37,1033.45,39.16,20.38,1.31,0.0
20200204:1309,704.49,932.11,39.25,21.42,1.66,0.0
20200204:1409,675.79,887.0,35.46,22.0,1.86,0.0
20200204:1509,578.75,745.06,28.51,21.97,2.14,0.0
20200204:1609,300.25,386.79,19.35,21.17,2.34,0.0
20200204:1709,174.68,240.91,8.74,19.55,2.14,0.0
20200204:1809,0.0,0.0,0.0,17.27,1.93,0.0
20200204:1909,0.0,0.0,0.0,15.51,1.31,0.0
20200204:2009,0.0,0.0,0.0,14.27,1.1,0.0
20200204:2109,0.0,0.0,0.0,13.14,1.24,0.0
20200204:2209,0.0,0.0,0.0,12.23,1.31,0.0
20200204:2309,0.0,0.0,0.0,11.45,1.38,0.0
20200205:0009,0.0,0.0,0.0,10.76,1.52,0.0
20200205:0109,0.0,0.0,0.0,10.23,1.59,0.0
20200205:0209,0.0,0.0,0.0,9.74,1.59,0.0
20200205:0309,0.0,0.0,0.0,9.42,1.52,0.0
20200205:0409,0.0,0.0,0.0,9.06,1.52,0.0
20200205:0509,0.0,0.0,0.0,9.1,1.72,0.0
20200205:0609,0.0,0.0,0.0,9.24,1.79,0.0
20200205:0709,0.0,0.0,0.0,9.36,1.79,0.0
20200205:0809,151.53,205.98,8.43,9.8,1.66,0.0
20200205:0909,374.12,470.24,19.11,13.14,0.97,0.0
20200205:1009,561.73,722.52,28.38,16.84,0.28,0.0
20200205:1109,664.49,880.17,35.48,19.57,0.41,0.0
20200205:1209,617.61,809.67,39.45,21.13,1.1,0.0
20200205:1309,732.94,979.84,39.55,21.83,1.52,0.0
20200205:1409,691.36,909.87,35.74,21.97,1.86,0.0
20200205:1509,579.77,747.34,28.77,21.76,1.93,0.0
20200205:1609,404.7,518.42,19.58,21.11,1.86,0.0
20200205:1709,166.12,230.48,8.96,19.78,1.52,0.0
20200205:1809,0.0,0.0,0.0,17.71,1.45,0.0
20200205:1909,0.0,0.0,0.0,16.45,1.1,0.0
20200205:2009,0.0,0.0,0.0,15.78,0.28,0.0
20200205:2109,0.0,0.0,0.0,13.95,1.1,0.0
20200205:2209,0.0,0.0,0.0,12.11,1.72,0.0
20200205:2309,0.0,0.0,0.0,11.45,1.66,0.0
20200206:0009,0.0,0.0,0.0,10.99,1.66,0.0
20200206:0109,0.0,0.0,0.0,10.67,1.59,0.0
20200206:0209,0.0,0.0,0.0,10.35,1.45,0.0
20200206:0309,0.0,0.0,0.0,10.13,1.38,0.0
20200206:0409,0.0,0.0,0.0,10.0,1.38,0.0
20200206:0509,0.0,0.0,0.0,9.89,1.52,0.0
20200206:0609,0.0,0.0,0.0,9.78,1.45,0.0
20200206:0709,0.0,0.0,0.0,9.54,1.45,0.0
20200206:0809,150.81,204.99,8.6,9.6,1.17,0.0
20200206:0909,374.2,471.25,19.31,13.52,0.9,0.0
20200206:1009,566.09,724.41,28.61,16.99,0.76,0.0
20200206:1109,668.3,888.1,35.75,19.81,0.34,0.0
20200206:1209,725.3,981.19,39.75,21.73,0.76,0.0
20200206:1309,750.84,1008.83,39.86,22.64,1.72,0.0
20200206:1409,692.33,911.69,36.04,22.69,2.07,0.0
20200206:1509,611.49,792.51,29.04,22.31,2.0,0.0
20200206:1609,375.1,482.45,19.82,21.57,1.66,0.0
20200206:1709,196.72,271.09,9.17,20.32,1.38,0.0
20200206:1809,0.0,0.0,0.0,18.49,1.31,0.0
20200206:1909,0.0,0.0,0.0,16.6,0.62,0.0
20200206:2009,0.0,0.0,0.0,15.06,0.9,0.0
20200206:2109,0.0,0.0,0.0,13.77,1.93,0.0
20200206:2209,0.0,0.0,0.0,13.12,2.07,0.0
